x1,x2,x3,y
4.5127,3.4352,4.2333,47.6602
1.9005,4.0507,2.3439,25.9168
4.0559,3.6890,2.4533,36.9971
4.9239,2.9817,4.3893,51.6412
5.8225,1.7241,1.1901,36.2424
9.9660,2.4122,1.9035,54.5523
8.5977,0.5684,2.3474,55.5154
1.6054,4.8071,2.9011,30.5995
6.8638,1.8111,4.2165,61.5026
4.8962,3.2397,1.8003,34.9211
5.0791,4.5807,1.7224,36.3014
1.1674,4.2200,4.4508,36.0906
9.6591,4.4532,2.8692,53.7740
9.4345,3.1963,3.4577,59.4548
6.0950,3.7606,3.0891,44.0919
4.2785,0.8865,1.6019,38.4037
4.9185,1.9119,4.3209,50.9835
1.5798,1.2213,2.6498,36.8334
3.3080,3.6074,2.6235,33.2478
2.0220,1.1515,1.9823,34.7169
6.0384,2.6168,3.5877,48.8439
1.3330,0.9562,1.5457,29.6251
6.9280,1.0559,4.4101,64.3258
9.6741,2.9151,1.0796,49.1224
6.4144,5.2030,4.6023,51.2020
4.6631,2.1806,3.6297,51.8156
7.5181,0.8434,1.4477,50.6804
7.6103,5.5976,3.0878,49.4033
9.3840,1.5108,4.5383,63.5213
3.1427,0.7337,4.2267,47.8283
4.5096,4.4902,1.9438,36.5949
4.8058,0.8657,1.7006,43.3029
3.2888,3.5369,2.9614,37.1954
4.3723,5.6923,2.2660,30.3727
9.6698,5.2766,4.7479,63.5922
4.2670,4.2940,4.2855,50.8140
6.4523,5.0488,3.6489,48.1929
9.4676,4.1441,4.1552,61.0552
3.7834,5.7509,2.4514,34.6373
8.3103,0.7323,4.4678,67.0468
9.1881,2.3579,4.9120,65.8616
3.2998,0.5415,4.2908,50.3960
9.0122,5.4953,3.5254,55.0420
8.9152,4.6004,2.6252,54.5931
8.4088,5.6430,2.8844,49.2101
4.7167,5.0470,3.8695,46.0526
8.4196,4.1909,3.0253,49.4129
4.1667,3.6127,4.2537,46.3748
1.2462,0.3126,3.5664,38.7538
6.6714,4.7461,1.5444,35.9606
3.8235,0.4934,1.6313,40.2846
5.6473,5.8180,4.3225,47.2385
7.1718,4.7559,2.2776,39.5298
5.3053,4.4110,2.0427,35.8735
8.1958,1.1920,2.6580,52.0336
2.6370,5.2583,4.7790,42.3553
9.5330,5.5387,3.5884,54.5162
6.6396,5.4411,4.8965,54.5122
2.5188,2.4062,2.7156,39.2682
3.3414,0.5344,2.4717,42.2588
7.4673,2.6110,4.6800,60.2544
5.0834,4.0417,1.4740,34.2419
8.7574,4.6927,2.1518,46.3796
5.4475,0.7812,4.4254,51.6208
3.5467,4.0631,2.6733,32.0357
4.6767,0.8757,2.1608,42.8773
9.1660,2.2178,3.7371,64.5134
5.1235,0.0619,1.5328,41.5455
7.1817,4.2800,3.8338,54.9080
7.6249,1.5374,1.3811,48.3839
3.1136,5.4494,4.9870,44.0261
9.4539,5.8033,3.3929,53.7131
3.2829,3.7179,2.2100,32.8526
4.5523,2.2254,4.8722,51.1135
3.3426,3.0225,4.7213,46.6258
8.9011,0.7915,2.2693,55.3806
2.0516,0.2650,1.5115,32.9721
8.8451,5.0088,3.9913,57.9332
8.8924,3.6776,4.0463,58.8242
3.3738,1.8781,4.5707,46.6334
7.8731,0.9076,4.4121,69.7838
6.9168,4.7893,1.2129,38.0959
1.3228,1.5613,3.8239,41.1269
4.9279,5.9712,4.7088,48.2020
7.3813,2.9112,2.9720,51.6572
8.6125,5.2013,1.4946,46.2582
2.6259,1.0098,3.0350,43.2661
3.4551,5.3454,3.3427,31.7686
5.7341,3.4247,2.6657,41.0059
1.6915,4.6095,3.7076,34.7423
7.1318,4.0838,2.5767,45.8129
6.3130,5.7073,4.3479,49.7315
8.4763,3.9572,2.8162,52.2721
9.5968,3.5652,1.0232,49.6460
9.5581,1.9495,3.9262,63.8544
7.6089,5.7444,3.2766,47.8728
6.7928,1.9390,1.2221,43.2244
1.6365,5.7114,2.5256,25.1068
9.6854,5.1931,1.3568,46.1972
8.6711,0.9776,4.1180,63.9201
6.8866,0.7236,2.9634,57.2918
4.8912,4.8381,2.2404,35.7778
6.9897,4.9923,3.0506,45.2637
5.4066,5.3125,2.9058,38.1885
7.8084,4.8660,3.4555,50.1611
4.9070,2.5561,1.1618,34.2009
3.0181,4.1174,1.6203,30.7921
5.4579,3.7774,3.0987,43.7699
9.1649,2.8657,1.5944,51.8106
2.1501,5.4174,4.3662,35.7899
1.4296,0.4592,1.1804,29.0302
1.9687,2.5495,1.3779,26.3192
3.2804,1.5292,1.3271,31.2216
5.5310,0.6836,3.6463,54.0007
4.5366,0.4997,4.5070,56.2917
3.6788,3.5233,2.8200,36.7466
3.3857,5.8003,4.4854,38.5303
2.6847,1.1105,3.9881,42.5570
1.9570,3.2063,1.0234,22.1107
2.0501,1.0304,2.9085,37.1907
9.6922,3.6113,2.9469,52.8242
6.5665,5.8435,2.4429,38.8163
4.5550,1.8159,1.5004,34.8169
1.1249,0.6715,1.0635,31.2406
2.8831,3.8917,3.5990,38.1314
4.9221,3.7564,4.1600,48.6677
5.1708,2.8439,1.0873,36.8380
2.4949,0.9145,3.8104,46.9084
8.7382,3.5114,1.8054,47.7102
6.1249,5.0030,1.2037,37.2054
7.4178,5.8769,4.3945,52.6115
7.6337,3.5750,3.2172,51.2511
5.3749,3.5462,3.4460,48.4992
7.1080,4.9001,2.9516,45.7363
4.7980,1.8951,1.2540,34.4838
9.0359,2.5028,2.8934,51.8416
4.1209,4.1851,1.0832,29.5634
3.5921,1.1532,2.3754,40.5049
9.1816,2.0349,3.4084,61.9169
8.5822,3.9417,1.5246,44.6372
9.6382,4.9985,3.6924,60.4164
7.6113,4.7758,4.1990,55.8382
3.5421,4.4955,3.6682,37.6649
2.1619,1.1969,3.4230,42.8780
9.9439,1.8219,1.8377,56.6053
1.4234,0.1088,4.5236,45.9386
8.4515,5.3667,1.1279,41.1799
1.5730,2.5837,3.4703,37.9371
3.3204,2.0419,2.4210,38.9619
1.4201,5.2663,2.0700,25.8587
5.6385,4.0169,3.8256,50.4998
9.3397,2.6270,2.8285,57.4357
1.9530,3.6634,4.1286,38.3617
9.5265,4.9417,1.1679,46.7592
8.8378,5.4659,1.6281,45.4564
3.6291,2.6491,3.0236,40.6070
6.8238,2.0076,1.5511,43.3025
8.6374,2.6347,2.6630,54.1368
8.2823,2.0479,3.0201,54.3617
1.7671,2.2346,4.0194,39.0344
2.3645,4.5210,2.6869,33.7573
3.0536,4.8106,2.6536,30.9419
8.6715,4.7676,2.4471,49.9103
1.2679,0.8735,1.0398,28.9157
1.7630,1.8888,4.9278,41.6500
2.4789,0.3688,4.0368,45.3508
9.1226,0.3469,3.5264,61.8859
7.4203,3.9622,3.0791,49.1575
7.1278,3.3217,2.2173,47.7717
7.6843,5.4554,1.0316,36.8443
9.2841,4.2018,2.7848,55.7797
2.8462,3.2666,4.1534,40.9867
8.9891,4.6894,2.6180,48.1535
2.7757,1.8092,1.1479,28.8207
7.6605,0.7560,4.9677,69.0796
3.5554,0.5569,3.2071,42.2537
2.4402,0.1673,4.1864,47.4683
6.3325,1.4480,4.0966,55.7182
1.9940,0.3597,2.4919,31.8943
6.6429,2.1268,1.1909,41.0279
3.6817,4.4212,2.8126,35.4267
9.8466,4.8323,4.9560,60.7698
6.6497,3.1997,3.3822,48.7620
4.1530,1.7072,4.1392,49.0860
7.4292,3.1180,1.9905,43.0886
3.9506,3.4942,4.2914,45.7358
7.4048,4.9706,1.3278,39.6072
1.5597,5.3311,2.9050,26.7308
5.7363,3.5294,3.0758,46.1662
4.5530,1.5822,2.9953,43.5619
9.3793,2.9372,4.8931,67.7258
8.4143,0.8661,1.5085,50.7988
7.3407,5.1796,1.4722,38.0025
2.9138,2.8401,3.9860,44.7940
9.5664,3.6096,2.6345,53.9913
2.0878,3.4306,1.1611,26.3081
9.9192,1.8196,2.9437,62.4194
8.1208,0.8528,3.3585,63.4923
9.0015,1.2935,4.2765,67.0759
5.3991,0.7340,2.3946,48.1301
6.1575,3.3946,4.6011,53.1771
8.0321,2.8514,3.8801,55.1262
5.5429,2.7656,2.7997,43.0072
5.0417,5.1981,2.3009,37.1433
4.6867,1.3969,2.5816,41.3618
5.8690,5.7485,4.5602,48.6560
8.7936,4.2433,3.2880,51.4634
8.1654,4.2444,3.2442,54.0527
2.7318,3.7122,3.3074,39.1048
1.4759,3.4215,1.7576,22.1586
2.0825,5.6171,1.7190,24.2531
1.1708,4.7205,1.9811,22.8258
4.9981,4.8415,3.4274,38.4277
4.6162,0.2699,4.4479,57.6692
4.7344,5.1579,2.2695,35.5474
3.3146,0.6879,1.3973,36.1034
3.3000,0.5378,2.2272,40.9315
4.6655,1.0151,3.4579,49.0418
1.5265,2.3396,2.2802,31.7190
4.7154,1.9453,2.5021,43.2425
2.8230,4.5128,3.3441,35.2672
5.4368,4.5143,2.5402,40.5131
5.1834,2.4425,2.9367,45.8168
4.6674,1.4024,4.5446,53.3026
7.0759,1.4779,3.2188,59.4744
8.0669,1.8277,2.6270,56.1370
2.8311,5.8075,2.4932,30.7747
9.8678,4.6921,3.1501,52.0613
5.0657,0.0060,2.8586,51.5082
8.4643,1.7355,4.8883,71.0204
5.3397,3.5872,4.3580,50.6503
4.4214,2.1085,3.5288,44.6353
1.4094,4.4351,3.2523,30.4009
3.7057,2.3718,1.4919,35.4631
3.5151,2.5918,3.4418,44.5322
9.6168,1.9098,3.7284,62.8168
7.7742,2.7163,1.9837,49.1091
9.8472,2.0498,2.8392,59.3479
7.2266,3.8787,1.0082,38.7540
5.2888,5.4087,3.6908,39.8713
7.3297,4.5748,3.1525,50.8069
8.0857,3.8946,1.3101,46.7255
7.0445,4.0335,2.4120,45.8565
8.3150,4.9648,2.4319,48.6848
7.2733,0.0506,2.8508,59.0395
9.4262,2.6675,1.8861,53.9866
9.2926,2.1469,1.3599,50.5847
6.5210,1.8191,3.8712,55.5115
4.2670,1.6845,4.6180,54.8445
7.3627,1.2545,1.7843,49.3689
8.8292,3.4146,2.9760,52.7274
5.9661,3.9590,3.2628,45.2304
1.5882,0.7695,1.2602,27.1752
3.3366,3.4194,1.9119,29.2748
2.7267,4.0679,4.9678,44.3786
7.2369,3.1976,2.0117,43.3288
9.4410,3.8458,4.7723,63.6816
1.4668,5.6326,2.7302,28.3860
7.1216,2.7995,2.4459,47.9459
7.8312,5.3028,1.8982,42.0144
5.0398,0.0310,1.7784,46.0052
1.7363,3.4309,1.1015,23.4187
4.8144,0.4466,1.9999,38.0379
2.4803,1.8648,3.5040,43.1088
8.2725,3.5552,3.5052,56.5392
4.0087,1.5025,1.4314,36.3115
1.4899,2.0015,4.1764,43.1698
9.4919,4.6545,3.4783,56.8061
6.2104,0.5132,1.2427,41.0270
1.3001,1.8797,4.3908,43.0535
9.2720,2.6515,2.2059,53.9576
6.6357,0.3947,3.7103,56.1114
4.4331,0.5750,4.0079,51.5804
3.0980,3.5975,3.6389,42.2577
8.1565,5.2796,3.4769,51.4259
4.0565,5.6255,4.1317,39.8671
2.7323,0.6161,3.3807,44.3758
1.6079,4.7365,1.7745,21.6705
3.3066,2.5260,3.8985,43.0954
5.0016,1.4589,4.1881,54.6327
4.9226,5.7584,4.0175,43.9798
3.8007,5.3113,4.1020,42.3219
4.0861,2.2130,1.0323,34.3676
6.2780,4.0698,1.2293,33.0467
8.7283,2.5324,1.7816,49.8588
2.8033,5.4510,4.1411,36.5978
7.2530,5.8915,3.3990,49.4628
3.9803,3.4705,4.8523,47.7082
2.4605,2.7258,4.1568,41.3253
1.3797,1.3164,1.0148,26.8243
6.6153,1.4341,3.9383,58.0956
9.5733,1.9891,3.9603,64.8970
9.9089,2.1769,1.2949,53.0739
1.2702,0.6911,2.1623,34.1484
7.8898,0.2634,1.1187,51.2309
2.7804,1.0449,4.5415,48.6046
5.9905,1.0712,1.0860,39.4712
8.5859,5.4639,1.0840,39.3906
8.0867,0.6658,4.7445,64.8981
3.7457,1.4409,4.2380,47.0170
9.7939,5.9862,4.5267,56.0086
8.9055,0.3923,1.5777,56.9840
2.7251,2.2692,2.4970,34.4891
6.3959,5.8619,1.9782,40.0065
2.7019,3.2128,4.1584,43.2639
3.9491,0.3196,4.1824,54.8450
9.7155,5.3150,1.8370,44.9021
1.7327,2.8240,3.6540,40.0089
7.7618,3.8704,3.0366,51.6727
5.4873,2.7856,2.2873,40.1646
7.4408,2.9688,2.0733,48.9450
4.6085,5.5271,3.3359,40.8220
2.8270,5.1790,2.5836,31.3620
3.7540,5.3323,3.2855,38.8042
5.9550,0.8060,1.3361,42.1701
5.0005,2.1094,3.3358,44.7417
4.8349,2.8053,2.6358,42.6767
8.2405,1.9021,2.5295,54.1899
6.8082,2.1546,1.3297,44.0828
8.5834,3.0767,3.5746,58.4915
1.8857,0.4281,1.1531,26.1110
2.8028,1.1799,2.3170,36.4374
7.1519,1.6468,3.8226,60.7524
9.9820,5.9904,4.0095,57.7306
1.0768,1.7968,4.2892,36.6785
8.0482,2.4229,2.6230,49.8555
5.2480,3.0759,4.0446,48.4100
2.3435,2.3850,1.9077,31.7868
5.6424,4.7158,4.0305,45.3795
7.5026,2.7684,4.1677,57.3112
7.9312,4.1876,1.8383,45.8001
5.0497,3.3507,2.4988,40.0155
9.4902,0.0581,4.2416,69.0718
8.5087,2.0389,2.6766,54.0328
8.0078,3.2256,2.3043,47.2244
1.2092,4.7121,4.6886,40.4560
3.9723,3.7790,3.4120,45.4812
6.4705,5.2017,4.9207,54.1766
5.8104,1.1300,1.4346,44.2528
6.1256,2.7092,4.5790,56.6356
5.9762,0.1924,3.7561,56.8433
5.3975,1.1202,1.2780,41.9323
3.0974,3.9574,1.2799,27.4003
1.5171,3.1112,1.6873,28.0739
2.4133,0.6645,3.1458,40.0525
5.3043,0.4126,4.8204,59.8909
2.8511,2.5932,3.8387,41.7719
5.2730,3.6223,4.7566,50.3426
7.1635,1.6526,1.0298,42.0995
2.2842,0.3838,2.5969,39.9344
9.1927,5.2754,2.8408,48.9461
6.1852,4.4237,2.1516,42.0853
7.3028,4.2699,2.1898,42.8164
6.5172,4.8599,1.7005,38.3578
7.5992,2.7470,4.6433,64.8118
2.6510,3.4117,2.5742,35.3959
8.8349,1.6427,3.5123,60.2854
3.6270,5.4978,3.7922,38.6049
5.4414,5.9543,3.2113,39.0931
9.9578,0.4592,1.4209,56.2439
5.0584,1.5166,3.0243,45.4963
5.1595,0.4392,3.7779,53.4866
7.7136,5.1346,2.5867,43.8457
1.0966,0.6881,4.6685,43.7083
5.3628,0.4094,3.1937,54.1795
3.1806,5.7001,1.5610,27.5908
2.5353,0.1084,1.4021,30.9300
3.6473,3.2079,2.5634,40.3441
7.0964,0.9210,2.4323,53.2001
2.9501,0.2067,3.7002,47.5895
8.5285,4.8691,3.5640,56.6876
7.4477,5.3821,2.5625,44.1562
1.0420,4.6345,4.0685,34.8121
9.3594,2.2479,1.9542,55.1106
9.9036,2.0227,1.7686,55.6454
7.0205,1.3234,4.5291,62.1554
2.5109,1.0023,2.6627,35.2366
1.9692,1.9628,3.2482,38.7281
5.8753,5.6335,1.4832,35.0404
2.9240,2.1395,1.6945,31.5411
4.5027,2.7527,1.2641,35.3290
8.3358,3.8997,2.4759,50.8683
3.7138,3.5932,4.9324,49.1937
1.9163,3.2171,4.9621,44.8493
9.6313,3.5992,4.9257,65.3336
7.2668,4.0674,4.8895,57.4909
6.7182,5.3038,2.2719,39.2207
8.6640,2.8928,2.3404,49.8491
4.4413,3.8436,1.9297,33.6135
6.2872,5.9303,1.9304,33.4800
3.7796,4.4275,4.0290,39.7832
6.5779,0.3595,2.4981,51.1739
2.8395,0.2274,4.6936,52.6300
6.3827,5.6753,3.9570,46.8164
6.7924,4.5630,3.0835,48.0901
9.7981,3.8883,2.1538,56.2189
3.9814,1.4535,3.1572,45.3983
9.1597,3.9900,1.9934,48.2426
6.4726,2.2889,2.2865,43.3275
4.9812,0.0363,4.4795,58.4519
6.7093,0.8492,1.8169,48.0706
1.8258,3.5558,4.3249,41.3262
1.7035,4.3499,2.2459,27.0297
7.4951,1.4695,1.7057,48.0854
5.0344,3.8136,2.0874,39.5527
8.0316,0.4801,4.8902,66.6130
4.9724,3.0318,3.9397,49.2754
7.8429,4.9176,4.1742,56.5098
8.6864,4.5531,4.6861,60.6269
6.3567,0.9168,3.9066,56.6671
5.0824,2.2509,3.4241,50.0961
1.6475,0.8199,2.8770,38.4185
1.1155,3.0042,3.9014,37.9165
5.4231,5.5541,4.7611,50.8665
5.4060,3.8463,3.3532,44.9352
4.6791,0.2330,4.6864,55.0679
2.7481,2.6178,2.0210,34.8239
9.2178,4.3335,3.0384,51.1317
7.2681,3.9054,4.7061,57.7420
7.6210,1.4541,1.1380,46.7358
7.0878,4.1848,3.5813,48.1958
3.3520,2.7328,3.7243,43.1385
9.5660,5.0491,1.0493,46.5610
7.9387,3.8664,4.6675,57.2949
9.1090,3.1112,1.7553,51.4738
4.8065,4.9785,2.0115,32.8314
6.9264,2.2967,2.2319,52.3057
4.7045,5.2584,3.9106,45.5617
7.9902,2.0664,1.5709,49.1991
7.7386,5.5801,2.5919,42.9102
8.3475,0.0095,1.2794,56.9275
7.2669,3.1498,3.6181,53.4613
4.3719,4.2243,1.7921,32.4110
2.6379,5.6909,2.8026,31.0494
1.5308,1.0964,4.0367,41.4047
3.3342,5.4136,2.6352,30.3949
8.8153,0.9968,2.1725,53.3129
4.3996,1.6606,2.3686,39.7627
7.0552,0.6049,1.2442,45.0085
7.7662,0.0434,3.3298,60.7607
5.7010,0.0436,3.4119,54.0054
9.8821,4.5682,4.7285,62.3647
4.8651,2.2247,4.5606,53.2524
9.9950,4.9011,4.7640,63.0107
1.5152,2.1362,2.3210,30.1990
1.9016,2.7415,3.7932,38.5390
2.2498,3.6115,4.4760,37.7724
3.5152,4.1956,4.2602,41.5753
6.9299,2.8512,2.6525,50.3920
2.6914,5.9171,4.8302,40.5314
4.2419,0.2745,4.2302,52.9894
3.9297,2.6658,3.4271,41.3628
1.7323,2.5675,4.7259,45.3083
9.3776,5.9212,4.4284,61.1278
3.6448,1.1705,1.5726,34.6298
5.6805,3.4314,4.4272,51.2691
8.1714,1.8081,3.6922,59.3288
5.9387,5.2487,1.6722,34.7440
6.9638,1.4454,1.8466,47.5617
7.7793,3.9585,1.3577,39.2989
2.4421,5.5738,4.6106,40.4935
7.8968,1.3223,2.0305,46.9767
2.1079,0.8145,3.1382,41.0187
7.5287,0.5427,3.7671,63.5502
7.8970,3.6041,3.5759,51.0231
4.3931,4.3047,3.9440,42.1798
6.0571,5.1368,4.2338,51.0074
3.0120,0.6941,1.3507,37.1847
9.4349,4.4677,1.4644,48.4368
4.3096,5.1200,4.8163,46.6677
1.5570,3.2136,4.3885,40.1322
9.8186,1.9179,2.4601,56.3869
5.6778,3.6097,1.8886,36.0339
4.5578,3.2298,2.8424,44.3662
8.5349,2.9990,2.8231,57.4984
6.4132,0.8752,3.6614,56.7831
6.3899,1.8533,4.9613,57.3139
2.1112,5.9811,3.8261,29.7798
5.4552,4.2248,2.5068,40.9612
9.8303,1.9989,4.3115,67.8466
8.2938,4.2024,1.2103,45.6774
8.7889,1.0741,2.9500,54.4821
6.9333,5.0911,4.9643,59.0652
5.9315,2.0245,3.7116,55.6649
4.5196,3.1671,2.1322,37.6805
7.2674,1.1706,4.4250,60.7540
7.7704,3.4823,4.2203,58.1038
8.6483,4.2575,2.8301,52.1420
7.2636,1.7465,1.5793,47.1263
2.9632,4.4903,3.9413,42.8282
6.1811,4.0699,4.9539,55.3578
2.3284,5.7024,2.7084,31.6082
1.8644,5.8450,1.7185,18.6684
1.4722,5.8817,3.6004,26.2506
6.6428,2.4240,1.1360,37.8313
3.1677,2.9318,3.7519,45.1906
4.3783,4.1508,4.1813,44.9206
6.9267,4.6664,4.4596,52.8045
6.8788,2.2039,1.4800,42.3283
1.7437,2.9353,3.6752,37.3055
6.1568,3.4358,2.0949,42.0470
7.7082,4.7661,1.7244,39.3519
4.9029,3.4285,1.3978,35.1258
1.5715,5.4533,4.1809,36.1689
1.1777,3.3364,3.1457,35.9482
8.3098,2.9314,3.0756,51.7189
8.1106,0.7445,4.0120,61.2970
9.6911,5.3856,1.7227,45.8921
5.9925,4.8031,1.4922,35.0975
2.1593,1.2374,1.6448,28.6190
1.3150,5.8796,3.0246,25.8144
4.2720,3.2666,2.6922,39.7686
3.7054,5.6773,3.0778,35.1417
8.0452,3.9549,2.7797,47.3960
5.7040,5.9161,2.4085,35.8870
5.8439,1.2590,1.3960,42.6183
2.6927,1.7983,4.3305,44.8017
9.6168,3.6129,1.8642,50.2816
6.6008,0.4462,2.0199,49.8216
4.4360,5.4220,2.6002,36.7923
4.8281,4.1671,3.1436,42.6334
1.6350,4.3960,4.9814,40.5909
4.3493,3.9439,4.2820,45.3343
6.4445,2.5181,1.6140,44.4973
1.2332,3.6216,1.3101,22.9056
2.1216,0.6599,3.1935,43.6298
4.2654,2.0011,2.0930,40.4104
8.8197,1.3546,1.0395,45.1734
4.4077,0.6300,4.7025,59.1487
2.5816,4.3700,2.2262,31.1411
5.7606,4.2027,4.4616,49.0940
5.9639,3.6448,4.5863,55.8452
4.5061,2.0710,3.9652,53.4544
9.7120,3.1901,3.3785,60.9821
2.1481,0.0570,3.0543,39.7568
2.3994,0.7582,2.5152,38.1976
7.5288,5.8470,3.8300,49.3860
3.2420,3.6522,3.8271,43.9468
8.1862,3.0134,2.1033,54.3946
4.8499,5.6501,4.5256,46.5455
8.7213,5.6847,2.6261,46.3542
3.8146,0.5408,1.3179,36.3468
2.4860,0.3445,3.9736,41.8605
5.9874,2.9571,4.4974,56.5768
5.5781,4.3848,2.9186,42.0633
5.6351,5.9877,4.5523,47.0354
6.5466,5.4653,3.9837,46.6962
7.4274,4.2156,3.9987,53.9635
9.5578,4.9402,4.5213,64.6756
5.7530,3.6552,3.4295,50.0191
8.9374,3.1411,1.9003,49.3711
1.6761,5.0365,3.0547,32.2329
4.4119,2.2397,1.4529,35.4042
9.2264,1.4986,3.1565,60.5675
3.6926,1.7613,1.8523,35.8203
7.6422,3.4131,1.8699,43.8791
6.7868,4.9544,1.1417,40.5386
5.1675,3.7065,2.9531,41.1498
3.9570,2.1234,1.0206,34.9044
9.0118,1.1169,2.4181,58.7638
1.7627,3.0859,1.6148,28.5745
2.1146,2.9245,1.6225,27.8147
4.5582,1.7957,2.7134,42.4576
2.6396,4.8693,1.4348,21.8109
2.4565,2.1224,2.7358,38.2437
4.2331,5.2231,1.7939,31.4350
4.5509,4.4635,4.6040,48.2781
2.4428,1.1940,2.9172,38.7282
4.7899,3.3007,4.1993,47.4100
7.4289,1.9493,4.0576,60.4149
9.3121,5.0584,2.5554,48.9993
1.9876,0.6473,1.0846,31.4082
7.9065,1.4190,3.7132,61.3997
4.0793,5.8586,3.9497,38.7545
5.3734,4.5654,1.9910,37.6073
2.3725,3.0674,1.9979,31.3911
9.9483,1.4841,4.2824,64.3146
2.7857,4.2388,4.2398,40.3647
2.6307,5.9553,3.3648,30.5531
6.7103,1.3763,1.5292,50.9444
9.3619,2.5578,3.4659,61.7548
1.8184,0.3057,2.6292,37.0059
3.0828,2.0171,2.9168,42.4550
5.5888,3.8632,2.2172,39.9299
4.1592,2.5084,2.2794,40.4688
1.4280,0.2453,1.2085,29.7905
5.2485,5.4509,1.4030,30.4793
2.6636,5.6900,2.4543,28.5800
1.1230,3.3106,4.4479,39.8379
3.9809,4.4478,2.4455,35.7166
4.3443,3.9015,1.8401,32.0170
4.4564,5.3232,1.5219,30.2856
6.2791,5.4731,3.6174,44.9664
2.7139,4.2280,4.7020,45.4379
4.0861,4.3521,4.9586,49.4872
2.8180,4.3246,1.1752,26.5868
3.2727,5.2625,4.4138,43.7235
9.1613,5.8508,4.5797,55.6666
9.1976,0.4063,2.6760,61.1717
9.3820,3.0232,1.0875,45.0280
2.1604,0.2727,3.2647,40.4568
8.1495,4.1628,3.9629,53.5073
8.8323,5.8292,1.6621,44.9734
7.7566,2.3049,4.1175,57.9545
2.6566,0.9600,1.8712,36.3347
7.2705,5.2749,4.1626,49.0596
5.7257,1.8205,1.8813,43.8096
7.3743,3.3129,1.6844,45.3345
1.3518,0.8888,4.5344,45.3669
9.3452,1.6226,4.1625,64.6559
8.4107,3.2076,1.0056,42.6642
4.1272,3.6310,2.4764,40.2108
5.9435,4.3325,2.6334,43.8944
6.5033,1.9478,1.2291,43.2599
2.9735,5.7914,1.7069,22.4601
9.7444,3.2243,4.9150,67.9735
1.9580,4.4746,2.5279,26.1358
6.8844,5.2202,3.5372,44.4007
2.9858,1.6128,3.3267,41.2070
8.2696,4.5174,1.6226,44.2558
4.3178,5.4130,1.3748,32.1994
2.6336,1.1102,4.4494,48.7981
7.5653,3.8854,1.0842,42.4995
2.4663,1.0664,2.5768,37.5587
1.6484,1.4715,4.6365,44.7092
9.7335,0.6014,3.1071,63.0046
6.4296,2.2673,1.0829,36.5740
8.4391,4.5807,3.5779,55.5000
1.7524,0.8558,3.5095,41.5033
1.1215,5.7982,4.8305,38.4832
4.0455,4.2447,1.8093,34.7161
5.3238,3.3771,2.7773,44.0359
2.3906,0.3353,3.7682,46.8771
6.6474,0.7385,4.2997,61.3037
5.6039,5.0189,1.5673,35.6208
9.2095,0.1440,2.7085,62.6378
3.0330,5.2739,2.5390,33.5790
8.9580,4.9367,1.4496,44.7166
1.9156,5.7351,2.4292,27.2682
6.5413,0.7101,4.6933,65.3940
6.4406,1.0684,3.1219,50.7433
6.3965,4.0766,1.6009,38.1991
8.3581,2.0903,1.4157,46.5013
9.2461,3.9704,4.7315,64.6290
1.6873,0.0131,4.7324,45.7718
2.3378,3.9351,2.2810,28.0771
8.0699,2.8706,1.2693,46.8435
6.2006,5.7575,2.1139,43.1203
2.6369,2.3101,2.2773,38.1658
4.8145,4.1605,2.6558,39.8876
8.2193,3.9237,1.9836,44.9939
4.7679,2.9826,3.1351,40.3787
4.4616,3.4858,2.6874,39.0980
6.2009,4.1610,3.9931,49.8209
1.0258,5.9634,1.0686,15.0922
6.0254,5.7457,4.6836,51.7286
8.6388,5.2006,4.2760,57.5732
3.6523,0.8648,4.4132,55.6436
3.1825,4.9669,1.2235,24.9525
2.2402,5.7723,3.8159,33.9235
9.6842,2.2301,3.8056,63.9422
6.9647,0.4426,4.3497,62.0977
4.2872,0.4740,1.3083,38.0950
6.1226,4.8823,1.5989,37.9570
7.7330,4.1914,2.1980,48.8128
4.7037,2.0240,4.1256,50.1364
2.4030,5.2869,1.1285,20.7295
7.7602,3.0198,1.0435,43.9570
8.8838,3.3249,4.3181,58.9713
9.2724,3.0112,3.8374,59.9453
9.7581,3.1290,4.9117,68.1138
2.1262,1.2712,3.4762,41.4645
7.7140,3.3558,4.3669,59.5146
8.3490,2.8106,2.2528,48.3351
2.4834,4.8200,3.5866,32.8271
2.7526,0.6504,1.3112,30.4262
1.2524,1.6932,3.1663,33.8635
1.5879,3.5827,4.0261,36.8091
6.7455,0.1942,2.0767,52.5921
9.7900,3.3888,3.2550,59.0201
3.8312,5.6611,1.0339,24.7490
4.2098,1.6944,2.5925,43.3368
7.5312,5.8431,3.8106,53.1014
1.8764,2.4437,3.9658,43.4945
2.3517,3.5231,2.5284,34.8036
6.2772,5.1122,2.1605,40.7034
8.9668,0.5597,3.8739,66.9675
8.9596,4.8449,3.6169,55.4134
9.6730,3.0978,3.9149,61.2209
6.8626,5.5814,2.3657,41.6542
4.2428,5.1357,2.7236,34.2999
9.0161,4.6451,2.5505,51.2135
1.6750,0.9144,3.5112,43.4066
5.4777,4.8284,1.5705,36.3574
9.7205,4.6887,1.3487,44.6974
1.8470,1.8823,4.7362,46.3137
4.2700,0.5354,1.7167,41.6999
7.9475,1.5477,2.8930,55.0574
6.8526,0.8427,1.4959,50.4407
